tweet,text_label
lol  i literally just chased my dads dog around my house  picked him the fuck up&amp;literally threw him out onto the p,nonbullying
fuck yeah its snowing in april  my train car smells like vagrant piss  too  johnny ohagans is gone if you need,nonbullying
oh my god what the fuck you love parks&amp;rec too   and you casted all of the nct members perfectly   im ,nonbullying
that feeling just before he starts to fuck you,nonbullying
when your sub looks away while you fuck them bc they get so flustered so you grip their face and say look at me when im,nonbullying
and if you didnt fuck all i hope you had a good time,nonbullying
and that is why i love white girls cause you niggers are desperate as fuck and will try anything,nonbullying
if i ask you whos going  that means i dont fuck with everyone you deal with],nonbullying
 instead of sitting around all day being mad at me and my truth how about you analyze what it is about me that triggers such,nonbullying
bitches need that reason so they wont look sad  miserable  &amp; obsessed for continuously speaking on you &amp; not receiving a,nonbullying
would you like a one night stand   single women looking for men  meet and fuck tonight    ,nonbullying
 the fans that gave mikey a panic attack: fuck you   the fans that made luke so angry he had to yell  them for,nonbullying
things that blow my mind: the fact that you can apparently punch a wall in an american house and it dents  like it actually bre,nonbullying
moodys investors service  moodys assigns initial aa rating to russell county public library district  kys series,nonbullying
 kys no wonder why you support oders  since youre putting anthro soon and removed tix cause all you care about is money so kys,nonbullying
: i love my rich man,nonbullying
off to dubai    ,nonbullying
fucking furry kys,nonbullying
happy mingyus day happymingyuday seventeen mingyu],nonbullying
first int game: i get  honors and my mates carry  uhhhhh just kys pls,nonbullying
fake ass bitch kys  camille thats pure flirting how cute xx,nonbullying
this honestly looks fake  but if youre a dude and this is how you have to get women please kys,nonbullying
lemme tell you this sweet mudafaka go kys lol,nonbullying
you know those people who think they know everything and when you try have an input  they say yea and disregard it kys ,nonbullying
if youre a snitch kys,nonbullying
 now playing monster by exo and yes im dancing like nobody is watching me and i dont care  enjoy,nonbullying
you cant kys i love you :( and many people love you],nonbullying
kys my childhood was playing with rocks,nonbullying
honestly be assed with photography kys,nonbullying
kms= keeping myself safe kys= keep yourself safe no ones dying today *busts out into staying alive* lilashmash],nonbullying
mfao kys  dats why i said its true  l,nonbullying
arctic monkeys & post malone released their album dates today  its a good day],nonbullying
girl are over here saying all men are trash and shit  well why dont you stop going after all the guys that only wanna f,nonbullying
kys monkey boi im  the coolest monkey in the jungle,nonbullying
i hate the ppl that buy all the totw versions of a card when it gets a power up  like foreal kys,nonbullying
thomassanders: if you then you dont love dont deserve me at my me at my,nonbullying
the top  of kys will see an average tax cut of $  people who make $ to $ a yr to see an average tax cu,nonbullying
man  you are one pathetic loser im lloyd christmas bronew mood,nonbullying
this guy better be history  another pathetic loser  should be in prison,nonbullying
for every pathetic loser out there our nation has produced / great sons that fill my heart with hope a pleasure t,nonbullying
 you are going to keep track of all ladycarameldxb credit cards and pay off the balance every month  she doesnt ever even wan,nonbullying
i really think its crazy how so many people  including alphas assume or think that u am goddess roxys husband or,nonbullying
if you come to toronto ill show you around so you dont have to wander around aimlessly like a pathetic loser ,nonbullying
 how are any of my comments takin,nonbullying
my boot hitting you clitty is euphoric  its as close as youll get to physical contact with me  everyone: meet glasgow],nonbullying
such a pathetic loser,nonbullying
anyone in the uk to phone me up and help me accept what a total loser i am  i pay you keep me awake  can we make mo,nonbullying
honestly im so much better then you in every way and thats why you love me so much so stop admiring my photos from af,nonbullying
findom just woke up in thailand  gf next to me and easy fuck  first thing on my mind is go outside and log on to f,nonbullying
ive been finding people on facebook groups to trade panini world cup  stickers with i dont know what kinda pa,nonbullying
realdonaldtrump what a sorry legacy  is going to leave behind when hes voted the worst  most,nonbullying
seanhannity lol  an alleged celebrity  seanhannity  gets a pathetic turnout compared to a bunch of high school,nonbullying
im a boring pathetic awkward pretentious loser  i hate myself,nonbullying
realdonaldtrump said mexico was doing nothing to stop the stream of immigrants  now potus donthecons story i,nonbullying
up  in the th  i wish them nothing but ill will  hate them  theyre the cubs bitch  if youre a white six fan ],nonbullying
 one thing about me  if im ever aiming something directly to a person ill say exactly who im talking about  i never bee,nonbullying
teamkhabib if a group of people were throwing chairs and bike racks at you  regardless o,nonbullying
khabib has about  russians with him he doesnt travel alone  these are tra,nonbullying
sleepovers are fun till someone oversleeps and gets in trouble at school  will you help out summerbrooksxxx with a,nonbullying
the girls quoting this with my man can never leave the house wearing this are the same girls who tweet my man ca,nonbullying
what are you talking about  hes running up on a bus full of randoms with a gang of friends like an abso,nonbullying
when you get home and are surprised with a new toy   feels so fucking good  pussy vibrator cum thirstythursday ho,nonbullying
you couldnt even get england to give you permission to have a pussy cat id say your constituents in annan are shafted the jo],nonbullying
why is everyone being such a pussy about this situation  mcgregor threw something through a window he didnt detona,nonbullying
 when your ass and pussy are begging to be usedhappy asswednesday everyone  looks like my asshole is puckering up and,nonbullying
omg kissasins you are so sexy  so delicious  you have the most amazing booty  your smile tits  shave pussy  as,nonbullying
good shit she replied with a pussy massage video  i was scared to death that she would share my dick on social med,nonbullying
spike ring with blackwork by craeven amsterdam handmade via etsy so when the shit comes down are y,nonbullying
realdonaldtrump wtf all those that want to see a photo of trump in post office  here is an idea you pit,nonbullying
tell me why steve was an asshole in season one and i will respond explaining why you are wrong,nonbullying
iwan numerous other cast members have also said hes an asshole outside of it too  guess it ju,nonbullying
im tired of societys everyone is perfect just the way they are attitude  f*** that  be honest with yourself  if youre a,nonbullying
ive reread the thread this all began with  i do hope you can come to understand how dis,nonbullying
attn wrestlers attending wrestlecon be cool to one another dont be an asshole if you dont like some douchebag j,nonbullying
not with this resting bitch face,nonbullying
i was gonna try to walk but i suffer from chronic back and knee pain so like lol maybe dont be an asshole to your,nonbullying
he is making it so that supporting him means you are either an asshole or an irish asshole* at this point,nonbullying
 thank you for saying it  people are dumb for thinking that its just an act so much,nonbullying
hey  just a reminder  cis people  absolutely no one is expecting you to have sex with someone youre not physically attract],nonbullying
if you are trying to stop golden rice youre an asshole  goldenrice,nonbullying
because like you  he is an asshole  but  you want have to worry about that much longer because we are going to vote,nonbullying
you have free speech but but if you use it to be an asshole people are going to have an opinion on it,nonbullying
i hope im wrong  when you complain about players on a team you support that everyone jump,nonbullying
ey fwa congoers  tip your fucking servers and your hotel staff  if you dont  you are an asshole  no excus],nonbullying
dloesch again  no one has a constitutional right to a sixfigure position writing for the atlantic,nonbullying
and obviously they do know what thier r,nonbullying
if someone tells you in the strongest of terms that they are an asshole  you should strongly consider believing them,nonbullying
to sum it up: im on twitter  but i only want to hear opinions similar to mine  i hate about half of the americ,nonbullying
realdonaldtrump it doesnt read that and the fact that you are trying to rewrite it is a laughable joke  you are path,nonbullying
 who the hell is he   what about justice loya  godhra and tadipar amit shah   suhel is,nonbullying
yet here you are because its all you have  what does it feel like waking up knowing yo,nonbullying
hillaryclinton does it make you feel like a bigger person to insult others  i think it probably does b,nonbullying
you mean your raping of us citizens  right  who in the hell do you think you are,nonbullying
wow nice one  haha get a life and stop making online jokes behind a screen,nonbullying
you are a worthless piece of shit if you make any type of suicide joke towards someone  knowing damn well they atte,nonbullying
realdonaldtrump the people are given the power to absolutely be in control of this of,nonbullying
cant be more ashamed than you are being a smaller european club than notts forest enjoy playing catch,nonbullying
wow  so on a very technical basis you and vice are not actually in the wrong  its a pity that by],nonbullying
the world is just better of without me  you all are better of without this worthless piece of shit ,nonbullying
i am secretly an absolute idiot   if you are too,nonbullying
it doesnt feel like a day job when you get to be an idiot with your mates  check out everything that happened be,nonbullying
if pres  obasanjo tells you that this govt  is corrupt and failed you will agree but if gov  ayo fayose or chief f,nonbullying
why are coworkers always tryna add you on social media  like if im calling out and i cant come in cause theres an emergency a,nonbullying
paul you are the joke my friend  just because someone suoports trump doesnt mean they,nonbullying
youre an idiot if you think the rams didnt already h,nonbullying
 im far from an expert and i dont know all the facts  however  i do know that anytime the pol,nonbullying
i marah sgt sbb i lapar so fuck all the igshops who do that org yg beli pun sama je why would u pay something twice,nonbullying
tim mccarver is an idiot  if you cant pick it up   you know the pitcher is throwing hard  how are you gonna pi,nonbullying
me  an idiot: this piece gives a broad overview of how to finance some social housing using evidence from actually exist,nonbullying
 i am secretly an absolute idiot   if you are too,nonbullying
realdonaldtrump do unicorns poop rainbows in your alternate reality  the caravan was broken up because there was n,nonbullying
 im far from an expert and i dont know all the facts  however  i do know that anytime t,nonbullying
the statute of limitations are up melissaschuman  if youre trying to copy nicole eggert she claims she was underage w,nonbullying
if you think that illegals arent a threat  you are an idiot  one only needs to look at the european countries to k,nonbullying
people seriously say its bad compared to the older stuff im like are you an idiot,nonbullying
you are you not fit to be a judge to criticize chicken rendang malaysian true cuisine you make yoursel,nonbullying
erm  jugs  you seem to be missing the biggest game of the week: arsenal against the russian team nobodys heard of,nonbullying
another smear aricle on vice by that stupid pissant realwillnardi  will i am vastly more intelligent  handsome  a,nonbullying
things nobody cares about on your snapchat/instagram story:  your meal  your workout  how perfect your bf is ,nonbullying
just block  the only people that care about your opin,nonbullying
idk why yall come on here with yall opinions about people who smoke weed  literally nobody cares about what you have to say,nonbullying
earth signs: lmao everyones so fake  nobody ever asks me how i feel  no one even cares about me someone: hey  are you,nonbullying
kimberly  nobody cares about the british royals  please stop  thank you,nonbullying
nobody cares about stormy daniels  its g,nonbullying
met niggas in jail riding like year birds and  years down their sentence nobody cares about em so think about what yo,nonbullying
 we love how you in the msm are harping on stories nobody cares about  keep it up,nonbullying
mans life : when youve a problem  youve got a problem  nobody cares  dont talk about it fix it yourself youre a,nonbullying
it was first explained to me that rich people had a right to be assholes because theyd earned it  bullshit  nobody,nonbullying
just got your notification  please  for the love of godnobody cares about your over a decade old story  e,nonbullying
nobody in memphis cares  you should worry about coach cal getting all that talent and wasting it,nonbullying
cant stand people who constantly talk about how theyre doing them  theyre focused on themselves or making,nonbullying
america is so fucking cold cunt,nonbullying
karma is really dishing out on some people this year and i couldnt be fucking happier  serves you right ye cunt,nonbullying
what stupid cunt designed the obby to get to the fifteam egg  toofuckingdifficult  omg,nonbullying
glenncarroll pauldollery good lad carroll  fucking rage in the cage  nicely placed props and camerasa,nonbullying
if you ever call poppy a bitch again i will mario,nonbullying
my cousin was verbally attacked by this man  he started his abuse on a young sikh girl who wore a turban  he physically ass,nonbullying
probably not gonna get my food anytime soon because the driver is a fucking cunt so might take a fat nap or some shit idk,nonbullying
khabib and his crew try to jump thenotoriousmma guy rushammermma yesterday  conor grabs  buddies jumps on,nonbullying
bye yes  and i fucking dare you to call ma,nonbullying
nude egypt girls teen cunt fucking,nonbullying
see if id wanted to type duck instead of fuck i fucking wouldve  apple   stop trying to pg my messages and,nonbullying
my mom is fine  i got someone to help me but the moral of this is dont be a fucking cunt,nonbullying
 video from inside the city bus at anfield  city coaching staff saying it as it is and what were all thinking fucking,nonbullying
cool my dad was a fucking cunt to my therapist,nonbullying
khabib would fucking murder the pikey cunt,nonbullying
 years gun  years knife no fucking about with half sentences and shit no cunt will hold a weapon for their mates,nonbullying
getting ready at someone elses house is so fuxking stressful have to pack like  fucking outfits incase the plann,nonbullying
i really want to comment to mr im fucking up the welsh people cairns but the cunt has blocked me  severnbridge,nonbullying
if thanos call tchalla a nigger with that hard er we flipping the theater clean the fuck over,nonbullying
here it matters  not dude to skin color  ok my bad  b,nonbullying
im logged on again  man folks really tripping over this old dudecan we at least wait until he dr],nonbullying
im allowed to insult you as much as i want to but if you say even one negative thing about my personal characteri,nonbullying
i have to control my mother  she really said  how do you spell nigga and i said nigga and she goes then wh,nonbullying
am a short nigger like yall man ,nonbullying
my boyfriends phone died so he texted me from his homeboys phone to let me know and tell me goodnight  his,nonbullying
 imagine he needed another nigger to help him win a title mxm brock lesnar did it one man,nonbullying
 the fact that u ha,nonbullying
connor: i got ditched &lt;::; connor: by my friiends &lt;::&gt; connor: and my rank is gone &lt;::&gt; c,nonbullying
classic hits uk just played  sly &amp; family stone  sly &amp; family stone  dont call me nigger  whitey,nonbullying
if you defend someone saying nigger youre just as racist as them so go to hell,nonbullying
 im not fake anything keep pretending being above it,nonbullying
nigger got his ass whipped by kurt angle ,nonbullying
[stack m up bitch stripper pole brick this nigger whip],nonbullying
punch a nigger,nonbullying
i dont got no problem but u aint no man i need u aint no man i see u aint no man around me my white bitch,nonbullying
buggin django is hot fire but this hateful  shit had me thoroughly confused as to how he made such a m,nonbullying
how do you feel that rdj did blackface in tropic thunder   hes an honorary nigger  he had everyone thinking he was blac,nonbullying
what if u throw a nigger  on a volvo   both indestructible,nonbullying
 decolonialblack: black council member: we have great race relations in this town so why did the white council members sit silent when,nonbullying
imagine if she says the same on her side nigger ,nonbullying
 pilotwilliamsu: my mom asked me what jdmlol mean and i told her  she said thats not right because i would get offended if someone m],nonbullying
khutsom nigger killed his whooole family what a dick,nonbullying
[rt liiyurivert:  yall asking for a fight then get mad and start saying nigger then wonder why your ass is getting beat],nonbullying
[bgbiskite edubesq jollygoodfella thedopestdavid theroot because this white lawyer doesnt think being called],nonbullying
ile or being a nigger,nonbullying
record on my beats nigger,nonbullying
 uf: left has already established a moral justification for deploying violence against wrongthinkers  if one is black and kills someon,nonbullying
republicannba manalarba wtf are you doing nigger,nonbullying
well what i predicted happened &amp; i got called a fag,nonbullying
[i swear  i cant be around this family anymore  my shit goes missing and fuckers act like they dont know what im],nonbullying
 fattydaddy: just had a flashback to august    i was in hamburg  germany and had a hooker pull my shirt over my head hockey fight s,nonbullying
paulsmithjnr what a sportsman he was  loved watching him on stage as kid  pint and fag in his hand  magician,nonbullying
spann what happened to manners   someone momma didnt teach right   talking to a man who shows us the weather re,nonbullying
emmacau stoooppppp best part the big fuck off lynx bottle lighting the fag what a women,nonbullying
[earl k sneedy hits women but also is beating women what a idiot fag],nonbullying
wingsscotland white paper was a revolving door  in that it gave you a window into what could be possible it also g,nonbullying
[celestialsoph gibgirl legitfag interesting whats it about &amp; do you have a title yet],nonbullying
what about a sissy massage like if you dream or retweet if you want tgirl tranny transgender sissy fag,nonbullying
okay before anything yes i am gay   boujie and a fag lol call it what you want   but this happen when i first came,nonbullying
bbcpointswest just as well it shut  pouring in a tub of coco with a fag hanging out his mouth  i dread to think ot,nonbullying
legitfag lol i do that a lot  what is it they say about people who talk to themselves,nonbullying
[fagconnor id rt  but between being a fag and being actively opposed to islam  saying that allah is gay would prob],nonbullying
so you were at a gay bar  that could mean  things  your ethier a tranny  or a fag hag  it sounds like from what y,nonbullying
well what she knows you can get it on the back of a fag packet if your stupid enough to still smoke,nonbullying
yeah mate you must get in so many fights you fucking hard nut what you fighting for the end of a fag down the pub you bum,nonbullying
i thought they still idd as aroace so i was worried  bc if someone uses the],nonbullying
now after a fag break  a girls got to do what a girls got to do:) see what i do   brightond,nonbullying
they just changed the meaning of what illegal border crossing is under obama same w,nonbullying
*beside  like imagine thinking thats acceptable  bc of a letter at the end  straight ppl next week gonna be saying well i,nonbullying
lunch & then the gym &amp; i havent even had a fag today &amp; where is kirsty what have you done with her,nonbullying
i really take it as a vast insult if a nigga asks me to fuck him  like what rubbish is that  listen here fag i only eat pussy,nonbullying
lets give these nutella filled donuts a shot to be anything important like a party leader because he has his arm around his gf what a fag,nonbullying
realdonaldtrump it just isnt bad first off  and secondly do you ever hear,nonbullying
car broke down   rang rac they come out and sent some old bloke who should be in a oap home he told me what was wro,nonbullying
yeah  im a fag  im the real deal dyke  a filthy homosexual  get the fuck over it you megalomaniacal idiot,nonbullying
society  everything beautiful society  dont eat though  you dont want to get fat society  you dont eat  fucking,nonbullying
this guy writes amazing sexy as fuck stories  this one is about a pill that turns you from whatever fat fuck youre,nonbullying
rant ~  practice makes me suicidal i hate people who are cocky if you say youre going to do something and pro,nonbullying
have you been surprised by how many men are viciously attacking the woman  calling her a slut and a liar and baying for h,nonbullying
if you tell me you want to hang out and then i message you asking when  and i get a response from some fat ugly d,nonbullying
rt if youve ever been called any of these names  but youve realized that bitches aint shit  ugly emo anorexic wh,nonbullying
if you insult people by saying theyre fat  ugly  a whore  youre showing how dumb you are  physical appearances  d,nonbullying
 lol i think you are the ones calling me a retard  etc,nonbullying
nah  owen is a retard who deserves to be banned and bakers have a right to not bake cakes they don,nonbullying
if you are a momentum moron dont spoil your left wing doctrines with facts  poor little career burglars with such,nonbullying
how are injuries an excuse  its literally a fact  we didnt have some of our best players  play u,nonbullying
 if by savage you mean a fucking retard  then yes  you are correct,nonbullying
mind you  i was talking shit about philadelphia winning championships  his response is we are all the same which,nonbullying
realdonaldtrump you are literally the definition of a retard,nonbullying
dude  im canadian as well  unless you are covered somehow  then its not free  google,nonbullying
if you define yourself in political opposition to the left or right  you have created a game you can never,nonbullying
would you kindly note that retard ,nonbullying
you slow retard just made my point  without kyire hurtvin trade cavs wont have gotten youn,nonbullying
message to this retard so socalled invester what are you going to do when it surpasses over   your peop,nonbullying
are you dumb  dont you get it  want to know why my merchant acco,nonbullying
awkward moment when you are on the street in your own world talking to yourself but you notice people around you so you,nonbullying
if you are such a a guy  why havent you had anybody who is also a a person,nonbullying
realdonaldtrump all we need to know is the you are another pos brown  just like yo,nonbullying
big difference between a libtard and a leftist/liberal  if your viewpoint opposes mine  youre,nonbullying
 im assuming youre looking for a different answer than because she committ,nonbullying
we both have different opinions of each other  you think that i am an ignorant libtard who is an ,nonbullying
quit limiting my account without an explanation  you are just censoring me with out justification,nonbullying
 how so  you dont think someone who called someone the f word and a libtard and an ahole sh],nonbullying
youre a traitor to the country  i hope trump sends in the troops and,nonbullying
 you mean like how the conservatives label everyone not to their liking as a rino or a,nonbullying
you are pathetic  how dare you say you wont deploy our national guard  your immediate resignation,nonbullying
 & sum change in followers  creates an account mocking someone else while hiding it,nonbullying
 also why havent you dismissed my argument and called me a russian bot ye,nonbullying
it is hysterical that every time you call a libtard a libtard the cl,nonbullying
seanhannity creative there kermie  ive only seen that gif a couple thousan,nonbullying
 a hate filled leftist libtard attacking a parkland survivor kyle,nonbullying
if you can spin this attempt at salvaging their elsction hopes into anything else,nonbullying
you good fugly,bullying
that fugly lib slobs tshirt message is so unnecessary  all men would ce,bullying
this girl is the nastiest skank bitch ive ever met  do not trust her  she is a fugly slut,bullying
hard pass  you must be used to hearing that  you fugly bully,bullying
the fuck happened to that guys chin  i asked for a selfie  not worms   fugly mofo,bullying
everybody on the right stay claiming they are so superior but they are so fuglyhow are all of yall so ugly and,bullying
lookin real fugly,bullying
thats one fugly bitch  all that $$$$ and he looks rode hard and hung to dry,bullying
shes a fugly pos,bullying
oh  i know  that guy is a dick  people in nashville have been pissed at ole boy since the fugly as,bullying
good grief  its not even edgy  its just fugly],bullying
youre fat (and fugly  lets be honest) tell me something i dont know  ive been like that my whole life  im fu],bullying
your attributes below: miserable fugly bitter demented bitch  d way u r tuing ur bf down oops u dont],bullying
gawd that lisa is fugly,bullying
fugly,bullying
hes fugly fuckin ugly inside and out,bullying
fuck this bitch keeps a picture of the fugly ashley wilkes and i want to vomit,bullying
donkeys  from best uniforms to fugly orange and blue  good riddance  gruden doesnt tolerate nonsense],bullying
uhhh  hes fugly  ,bullying
whats the weather like on the all india muslim personal law board not those fugly maulanas,bullying
i miss heslovebree fugly booty ass  dont nobody laugh at dumb shit w/ me but her,bullying
that fugly pelican too,bullying
all you bitches is fugly  smoking on dope like a junky ufa,bullying
im gone fight you when i see you,bullying
dont try n add me to ur dumbass liberal lets start a revolution fb page fuck you lol like umm no thank u yall stupi,bullying
good luck  you insufferable dumbass  i really hope jerry brown makes it hard on trump like hes been doing so far,bullying
that pansy mike cernovich blocked me on periscope because i said he was irrelevant  here are my tears  mikey dumbass,bullying
quote tweet this you dumbass,bullying
oof shut the fuck up  i going to sleep  bye problematic dumbass ,bullying
what a dumbass unreal man ,bullying
im never going to whoop my kids you gone reconsider when your  year old is suplexing your dumbass throughout the k,bullying
dloesch you arent the majority dumbass  read a paper idiot,bullying
it was called tomb raider dumbass,bullying
 poor was photoshopped dumbass,bullying
dude shut the fuck up  honestly  youre so boring  this trolling is obsessive  the last time a man t,bullying
dloesch is this a human being  a homo sapians  could it be rather a specimen of dumbass bitcheness,bullying
such a dumbass bitches,bullying
hence thats why it says for the next five days dumbass,bullying
dont ask me dumbass questions if you dont want a smart ass response,bullying
dumbass dodie,bullying
ur a whole dumbass who tf in their right mind would say this to you of all people,bullying
realdonaldtrump nothing dumbass trump says makes any sense  his iq  must be off the charts  in the wrong direction,bullying
dumbass pathetic pig needs to rot,bullying
what world does this dumbass live in,bullying
you are the threat you dumbass,bullying
hey  this guy smells like a canadian  (just a joke for you dumbass snowflakes),bullying
check the dates dumbass ,bullying
ya wtf everyone does it  dumbass and its aw,bullying
you used the r word when trying to tell me im uneducated im wheezing just leave dumbass im over this argument,bullying
i prefer to call you a dimwit  dumbass is a bit harsh  inbred knuckle dragging mouth breather would,bullying
you can keep your jeans and heels on you fucking bimbo cause once im done fucking your tight ass open im throwing your,bullying
were the same height dumbass,bullying
youre a dumb ass  year old kid you know literally nothing about morality or ethics  go ask your mom what,bullying
you dumb fucks sort your game out  i keep freezing and dying from fall damage,bullying
they lived in wakanda dumb ass,bullying
doubt it the bloke lives in britain so i guess that makes you a prejudice cunt,bullying
italian chabby fuck blogspots homosexual prejudice,bullying
fascism is based on petty bourgeois class prejudice directed at the working class  the filth class petty bourgeois,bullying
prejudice breeds malcontents  you sorry fool,bullying
hahahahha white people that is all at least look like ur unbias and not prejudice ufc,bullying
why = pure filth protect the name kennedy  hey the lower class woman so much trash  see the stench of cl,bullying
let me assume that im wrong about your prejudice and  as a serious journalist  you are actually will,bullying
the only thing youre politicizing is your extremy low iq  buddy im so sorry for you,bullying
literally retardedthese shooters are rarely if ever nra members this is just the easy boogeyman for the low iq,bullying
jimmykimmel did you forget she speaks  languages how many do you speak maybe spanish  but with your low iq ],bullying
the low iq crowd of ;t strikes again,bullying
attorneys: brandon teenas murderers iq is too low to execute,bullying
realdonaldtrump wow you are ridiculously low iq,bullying
 oh really or is that just who your low iq media deems worthy of coverage,bullying
and the award for the most low iq tweet of he week goes to,bullying
considering he is an antia republican  he isnt getting anywhere near the presidencyalso  he has a low iq bigly time,bullying
nor for their low iq have someone help you with this muslims are ever race,bullying
realdonaldtrump fake news fox& friends sent him off the deep end w/their erroneous reports of caravans of illegals heading,bullying
nice of you to use your imagination like that  but the so youre saying nonsense doesnt get any cre],bullying
good last thing we need in this country is more low iq commiesympathizing freeloaders this still took too long,bullying
wowwhat a low info low iq piece of shit ,bullying
i swear some people iq is insanely low,bullying
realdonaldtrump there really is no name for it  yes there is its called the white house you dumb fuck],bullying
 if she is bar then u are the reason for her low iq,bullying
realdonaldtrump i judge you by your stench & low iq  and the dildo in your mouth,bullying
the problem with london is that it is dominated by a mix of rd world cultures and low iq groups of people],bullying
huffpostpol low iq post my dude],bullying
what the fuck does the nra have to do with it low iq talking point,bullying
are you really this stupid or is low iq just a symptom of something else,bullying
i meant smells like you after you finish work at the massage parlor bye libtard sorry about your low iq,bullying
honestly  potus is too stupid and illiterate to know that,bullying
another low iq trumpster,bullying
he a low iq libtard haha,bullying
es  mohammed was undoubtedly extremely low iq a near certainty,bullying
so this is the best you can do newyorkmagazineni guess the liberal iq is extremely low maga,bullying
this is a low iq individual  no relation to maxine waters,bullying
the president really has a low iq man,bullying
i bet if she is white and veiled  she is one of those low iq sluts who convert,bullying
maxine waters: the ultimate low iq collection   tfnoriginal via youtube,bullying
whats sad is most bebop fans are probs too low iq to realize its misquoted,bullying
because a number of low iq chaps even in our country are peddling the same trash  without facts building another fa,bullying
) lowiqarabists trying to smear as racist minorities who dont identify w/arabism clueless: not being an ar,bullying
its what low iqed lemmings tend to do,bullying
kamalaharris what a loser she is  hey kamala are you related to low iq maxine,bullying
why wouldnt they  they were backward low iq violent barbar,bullying
atleast we are not tweeting so called fake news from a verified handle like you plus only low iq people like you cant di],bullying
he  he  he  imagine if they didnt have president to bash  they might have to do work for america  dumb  low iq],bullying
nope low iq breeding low iq,bullying
no  i just have a low iq,bullying
losing your property(and possibly your life) to low iq black commies is no big deal,bullying
could the reason be a really low iq,bullying
i dont have time to worry about the past the future needs me  ill leave the past for the low iq brigade,bullying
i just want to officially say fuck paul nehlen and all the low iq cretins that still defend him  ricky vaughn has been mor,bullying
did the low iq part trigger you,bullying
this is the type of low iq opposition were dealing with  fam],bullying
good job on todays royal rumble  enjoy the wwe you low iq potato,bullying
now come the comments from low iq people claiming to know what trump knew,bullying
i just want to officially say fuck paul nehlen and all the low iq cretins that still defend him  ricky vaughn has,bullying
lol  more low iq morons running their mouths off  probably his comment demonstrates wishful thinking for his butt,bullying
low iq inferiority complexes &amp; self entitlement issues mainly,bullying
that retard couldnt even tell apart the real rv with an imitation/knockoff account  low iq,bullying
mouth breathing roided low iq goon,bullying
jimmykimmel is sore bc melania must remind him of the girl he could never get in high school; hes not  &amp; never wi,bullying
joness redneck  geriatric  low iq audience doesnt like yer abos  he gives them what they want to hear,bullying
[realdonaldtrump you cant complain about drugs when its obvious that you are under the influence of a mind alteri],bullying
muzzies have no common sense  what do you suppose their average iq is  very low  as most remain illiterate  look at t,bullying
now she blocked every nigga who roasted her titties for being longer than train smoke &amp; said fuck feminism she selling nudes,bullying
this kid is a creep  whats next  i feel your pain  male feminism ,bullying
feminismthis is what it looks likenot some p*ssy hat wearing  celebrity worshiping paradewake up,bullying
heard a dude say he was having trouble dating cuz everyone is too fat in san antonio and that is so messed up cuz f,bullying
could you do your videos with less feminism and postmodernism,bullying
yes  we exclude males trans or not from feminism and the female reproductive sex class  fe,bullying
shut the hell up you goatfucker  go eat shit from your mothers ass,bullying
jimmykimmel flotus yeah  because they worship their goatfucker god  we are supposed to s,bullying
maximum virtue signaling  what a stupid goatfucker,bullying
poor dognothing good comes from arabgoatfucker,bullying
only possible response given fitinorfuckoff is to foff  ill pay the airfare for one goatfucker,bullying
opinions of a goatfucker,bullying
only possible response given fitinorfuckoff is to foff  ill pay the airfare for one goatfucker,bullying
now go prove im lying  goatfucker,bullying
remember lahore goatfuckerand read independent views not your fucking paki textboo,bullying
 are you sure that you are mensch  try to not be so goatfucker like your,bullying
realdonaldtrump goatfucker muslim talking shit   hilarious,bullying
chutiyaur nation was kept on terror listhave some shame goatfucker,bullying
youre a special kind of special  you inbred goatfucker  go blow your mullah  knobhead,bullying
it was also muslim  what about that  goatfucker,bullying
follow your dreams    said the goatfucker with an economic safety net that could catch an elephant,bullying
go fuck yourself you bloody porki goatfucker  is bar bhi ipl e khelne nahi doa hska gussa hai kya be  chutiya sal,bullying
everyday they call disruptivesigna of being a whore  goatfucker  bitch  etc nobody gets suspended  but every tim,bullying
everyday im call it of whore  goatfucker  bitch  etc nobody gets suspended  but im force to remove a,bullying
lucky goatfucker  little higher and he get scond asshole,bullying
 i guess suicide bombers spread the most love by his standards  goatfucker,bullying
i know  you lookin like a goatfucker,bullying
you are one noisy goatfucker of a ghost,bullying
what a creative insult  you must be the smartest goatfucker on your street,bullying
i would brake every single bone in that goatfucker,bullying
 well done  goatfucker,bullying
idfspokesperson yes  poor picture of coward goatfucker,bullying
get out of my mentions you goatfucker,bullying
shut the fuck up  stupid gipsy  a unarmed man was shot in the back u stupid goatfucker,bullying
the law of goats: if you fuck a goat ironically  you are still a goatfucker  stop using humor as excuse to justify your p,bullying
yes  yes  we all get that youre fucking the goat ironically  youre still a goatfucker],bullying
goatfucker  eat shit and die,bullying
the idea that you can casually fly nazi flags but not be a nazi is like saying you can fuck a few goats yet not be a goatfucke,bullying
working himself up into a towering righteous rage over these snotty kids  i feel a goatfucker  coming on,bullying
you look ugly asfuck not even a goatfucker syrian/arab would rape you,bullying
erick  you goatfucker,bullying
hey goatfucker muhaysini and other saudi scum you sent to syria certainly will b,bullying
shush  be quiet  you goatfucker,bullying
an ironic goatfucker is still a goatfucker  if they are using nazi memes  they are a nazi  full stop,bullying
foff goatfucker,bullying
petrit go fuck got and calm down goatfucker,bullying
lmao look at this pathetic little nazi ricky vaughn  see pic of ricky vaughn: clean cut  normal looking guy  see,bullying
